Assets,number_of_files,all_files,concat
c8a1bbadb8931aee1d1438ae9962814e,15,"['video.mp4', 'engagement_aniamtion.png', 'reveal.jpg', 'play.png', 'scrub-on-reveal_PRE-v2.png', 'scrub-on.png', 'scrub-squiggly_.png', 'Luck_Poster_0102.jpg.jpg', 'scrub-on-reveal_PRE.png', 'pointer.png', 'landing.jpg', '_preview.png', 'fs-click.png', 'endframe.png', 'scrub-on-color_REV_.png']",video.mp4 engagement_aniamtion.png reveal.jpg play.png scrub-on-reveal_PRE-v2.png scrub-on.png scrub-squiggly_.png Luck_Poster_0102.jpg.jpg scrub-on-reveal_PRE.png pointer.png landing.jpg _preview.png fs-click.png endframe.png scrub-on-color_REV_.png
adunit-mouser-user-choice-cpe-aus-nz-mob,25,"['landing_text_2.png', 'logo.png', 'arrow1.png', 'landing_text_1.png', 'cta.png', 'arrow3-glow.png', 'arrow2.png', 'choice_1.png', 'shape2.png', 'arrow2-glow.png', 'engagement_animation.png', 'copy3.png', 'triangle.png', 'xtext.png', 'endtext_1.png', 'shape1.png', 'endtext_2.png', 'arrow3.png', 'copy2.png', 'choice_3.png', 'choice_2.png', 'landing_1.png', 'endtext_3.png', 'xshape.png', 'shape3.png']",landing_text_2.png logo.png arrow1.png landing_text_1.png cta.png arrow3-glow.png arrow2.png choice_1.png shape2.png arrow2-glow.png engagement_animation.png copy3.png triangle.png xtext.png endtext_1.png shape1.png endtext_2.png arrow3.png copy2.png choice_3.png choice_2.png landing_1.png endtext_3.png xshape.png shape3.png
0301a5865ecfd7c5a1653dde10a5aedf,17,"['thumbnail.jpg', 'endframe_4.png', 'video.mp4', 'endframe_2.jpg', 'game_2.png', 'MPU-click-area.png', 'cta.png', 'engagement_instruction_1.png', 'rev-thumbnail-mpu.jpg', 'landing_endfrmae.jpg', '_preview.png', 'endframe_3.png', 'engagement_animation_1.png', 'endframe_5.png', 'endframe_1.png', 'game.png', 'game_endframe.png']",thumbnail.jpg endframe_4.png video.mp4 endframe_2.jpg game_2.png MPU-click-area.png cta.png engagement_instruction_1.png rev-thumbnail-mpu.jpg landing_endfrmae.jpg _preview.png endframe_3.png engagement_animation_1.png endframe_5.png endframe_1.png game.png game_endframe.png
bb8342d60fc04fb8c4fcfdbc3025f4d9,13,"['landingtext.png', 'video.mp4', 'grease.png', 'cta.png', 'open.png', 'landing.jpg', 'open-placeholder.png', 'video-start.jpg', '_preview.png', 'engagement_animation_1.png', 'endframe.jpg', 'engagement_animation_2.png', 'advertised_item.png']",landingtext.png video.mp4 grease.png cta.png open.png landing.jpg open-placeholder.png video-start.jpg _preview.png engagement_animation_1.png endframe.jpg engagement_animation_2.png advertised_item.png
9d7dacc59d5bfde6cfaa17d2604ae9d5,24,"['pre-footer.png', 'video.mp4', 'glow.png', 'post-cta.png', 'click.png', 'post-footer.png', 'cta.png', 'laser-light.png', 'click-mpu.png', 'click-full.png', 'laser.png', 'shade.png', 'engagement_animation.png', 'border.png', 'head-light.png', '_preview.png', 'engagement_instruction.png', 'swipe.png', 'landing_2.png', 'landing_1.jpg', 'endframe_2.png', 'endframe_1.jpg', 'cta-end-correct.png', 'clickthrough.png']",pre-footer.png video.mp4 glow.png post-cta.png click.png post-footer.png cta.png laser-light.png click-mpu.png click-full.png laser.png shade.png engagement_animation.png border.png head-light.png _preview.png engagement_instruction.png swipe.png landing_2.png landing_1.jpg endframe_2.png endframe_1.jpg cta-end-correct.png clickthrough.png
adunit-nestle-maggi-varieties-bouillon-en-kwt-mob,24,"['endtext.png', 'start-bg.png', 'game_2.png', 'cta.png', 'landingtext_2.png', 'middle-text-old.png', 'game_3.png', 'game_4.png', 'bg-2.png', 'logo_2.png', 'video_1.mp4', 'gametext.png', 'endframe_3.png', 'engagement_animation_1.png', 'engagement_instruction.png', 'game_1.png', 'logo_1.png', 'landing_2.png', 'video-cta.png', 'landingtext_1.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png', 'video_2.mp4']",endtext.png start-bg.png game_2.png cta.png landingtext_2.png middle-text-old.png game_3.png game_4.png bg-2.png logo_2.png video_1.mp4 gametext.png endframe_3.png engagement_animation_1.png engagement_instruction.png game_1.png logo_1.png landing_2.png video-cta.png landingtext_1.png endframe_2.png landing_1.png endframe_1.png video_2.mp4
adunit-western-union-ralphs-auto-engage-v2-mpu,13,"['pin-active.png', 'f4-map.png', 'f3-copy-2.png', 'top-bg.png', 'f4-copy.png', 'f3-copy-1.png', 'pin-inactive.png', 'f1-copy.png', 'image-2.png', 'image-1.png', 'f4-bg.png', 'logos.png', 'bottom-bg.png']",pin-active.png f4-map.png f3-copy-2.png top-bg.png f4-copy.png f3-copy-1.png pin-inactive.png f1-copy.png image-2.png image-1.png f4-bg.png logos.png bottom-bg.png
7ff33d15bd3e7d73cede0691a393c288,15,"['landing_2.jpg', 'video.mp4', 'cta.png', 'end-1.jpg', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'engagement_instruction.png', 'landing_1.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png', 'end-farmingdale.png']",landing_2.jpg video.mp4 cta.png end-1.jpg thumbnail.png engagement_animation.png _preview.png engagement_instruction.png landing_1.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png end-farmingdale.png
4c3bb41d4f40f39842b7b8d3f536366a,11,"['logo.png', 'video.mp4', 'fs-engage.png', 'cta.png', 'legal.png', 'engagement_animation.png', 'landing.jpg', '_preview.png', 'fs-click.png', 'engagement_instruction.png', 'endframe.jpg']",logo.png video.mp4 fs-engage.png cta.png legal.png engagement_animation.png landing.jpg _preview.png fs-click.png engagement_instruction.png endframe.jpg
5e3fbc83a60c730e234618fe5483800e,17,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
295e3365c5ed156b3ae4c8f3194add31,26,"['landingtext.png', 'logo.png', 'video.mp4', 'end-copy-three.png', 'top-copy-two.png', 'invisible-layer.png', 'end-copy-two.png', 'top-and-logo.png', 'white-copy-two.png', 'engagement_animation.png', 'logo-new.png', 'intsruction-small-two.png', 'landing.jpg', '_preview.png', 'endtext_1.png', 'gametext.png', 'cta.jpg', 'engagement_instruction.png', 'top-copy-one-new.png', 'endtext_2.png', 'Engagement_instruction_detail.png', 'start-img-two.png', 'top-and-logo-new.png', 'start-img-three.png', 'endframe.png', 'endtext_3.png']",landingtext.png logo.png video.mp4 end-copy-three.png top-copy-two.png invisible-layer.png end-copy-two.png top-and-logo.png white-copy-two.png engagement_animation.png logo-new.png intsruction-small-two.png landing.jpg _preview.png endtext_1.png gametext.png cta.jpg engagement_instruction.png top-copy-one-new.png endtext_2.png Engagement_instruction_detail.png start-img-two.png top-and-logo-new.png start-img-three.png endframe.png endtext_3.png
adunit-jaguar-nameplate-refresh-lca-mpu,99,"['e-pace-suboption-2-fg.png', 'X761-14.jpg', 'X540-35.jpg', 'X761-13.jpg', 'X761-7.jpg', 'X761-33.jpg', 'X540-24.jpg', 'cta_2.png', 'X761-31.jpg', 'game_2.png', 'X540-12.jpg', 'game_text_22.png', 'X761-17.jpg', 'game_223.jpg', 'X761-27.jpg', 'X761-32.jpg', 'X761-18.jpg', 'X761-20.jpg', 'X540-4.jpg', 'X761-3.jpg', 'X540-2.jpg', 'X540-19.jpg', 'X761-35.jpg', 'cta.png', 'game_text.png', 'X540-10.jpg', 'game_choice_23.png', 'X761-24.jpg', 'X761-5.jpg', 'game_124.jpg', 'X540-29.jpg', 'game_choice_13.png', 'X761-2.jpg', 'X540-14.jpg', 'X761-25.jpg', 'X540-9.jpg', 'game_121.jpg', 'X540-7.jpg', 'X761-16.jpg', 'X761-11.jpg', 'X540-18.jpg', 'X540-30.jpg', 'X540-32.jpg', 'game_11.png', 'X761-23.jpg', 'game_221.jpg', 'X761-8.jpg', 'X540-28.jpg', 'X540-22.jpg', 'endtext_21.png', 'back-icon-white.png', 'X761-21.jpg', 'X540-20.jpg', 'game_text_12.png', 'X761-22.jpg', 'game_choice_21.png', 'X761-19.jpg', 'X761-29.jpg', 'X761-9.jpg', 'engagement_animation_1.png', 'X761-28.jpg', 'X540-15.jpg', 'X540-11.jpg', 'game_choice_22.png', 'X540-31.jpg', 'game_123.jpg', 'game_222.jpg', 'game_21.png', 'X761-4.jpg', 'game_1.png', 'game_text_13.png', 'X761-30.jpg', 'game_text_23.png', 'X540-25.jpg', 'game_122.jpg', 'X761-36.jpg', 'game_224.jpg', 'engagement_animation_2.png', 'X540-13.jpg', 'X540-17.jpg', 'X540-36.jpg', 'X540-23.jpg', 'X540-21.jpg', 'landing_1.png', 'game_23.png', 'X540-6.jpg', 'game_choice_12.png', 'X761-10.jpg', 'X540-3.jpg', 'game_13.png', 'X540-27.jpg', 'X761-6.jpg', 'X540-34.jpg', 'X540-5.jpg', 'game_choice_11.png', 'game_text_11.png', 'X540-26.jpg', 'f-pace-suboption-2-fg.png', 'X761-15.jpg']",e-pace-suboption-2-fg.png X761-14.jpg X540-35.jpg X761-13.jpg X761-7.jpg X761-33.jpg X540-24.jpg cta_2.png X761-31.jpg game_2.png X540-12.jpg game_text_22.png X761-17.jpg game_223.jpg X761-27.jpg X761-32.jpg X761-18.jpg X761-20.jpg X540-4.jpg X761-3.jpg X540-2.jpg X540-19.jpg X761-35.jpg cta.png game_text.png X540-10.jpg game_choice_23.png X761-24.jpg X761-5.jpg game_124.jpg X540-29.jpg game_choice_13.png X761-2.jpg X540-14.jpg X761-25.jpg X540-9.jpg game_121.jpg X540-7.jpg X761-16.jpg X761-11.jpg X540-18.jpg X540-30.jpg X540-32.jpg game_11.png X761-23.jpg game_221.jpg X761-8.jpg X540-28.jpg X540-22.jpg endtext_21.png back-icon-white.png X761-21.jpg X540-20.jpg game_text_12.png X761-22.jpg game_choice_21.png X761-19.jpg X761-29.jpg X761-9.jpg engagement_animation_1.png X761-28.jpg X540-15.jpg X540-11.jpg game_choice_22.png X540-31.jpg game_123.jpg game_222.jpg game_21.png X761-4.jpg game_1.png game_text_13.png X761-30.jpg game_text_23.png X540-25.jpg game_122.jpg X761-36.jpg game_224.jpg engagement_animation_2.png X540-13.jpg X540-17.jpg X540-36.jpg X540-23.jpg X540-21.jpg landing_1.png game_23.png X540-6.jpg game_choice_12.png X761-10.jpg X540-3.jpg game_13.png X540-27.jpg X761-6.jpg X540-34.jpg X540-5.jpg game_choice_11.png game_text_11.png X540-26.jpg f-pace-suboption-2-fg.png X761-15.jpg
adunit-yamaha-wolverine-user-choice-av-v2-mpu,6,"['2-highlight.png', 'engagement_instruction.png', 'endframe_2.png', 'landing.png', 'endframe_1.png', '1-highlight.png']",2-highlight.png engagement_instruction.png endframe_2.png landing.png endframe_1.png 1-highlight.png
adunit-showtime-dexture-post-mpu,10,"['video.mp4', 'bg-top.jpg', 'end-bg.jpg', 'glove.png', 'bg-after.jpg', 'fr-1-copy.png', 'bg-reveal.jpg', 'end-bg-old.jpg', 'video-logo.png', 'video-cta.png']",video.mp4 bg-top.jpg end-bg.jpg glove.png bg-after.jpg fr-1-copy.png bg-reveal.jpg end-bg-old.jpg video-logo.png video-cta.png
015efcdd8de3698ffc4dad6dabd6664a,17,"['video.mp4', 'discover.png', 'landing_3.png', 'landing_endframe.jpg', 'engagement_instruction_1.png', '_preview.png', 'cta.jpg', 'first 2.png', 'endframe_3.png', 'engagement_animation_1.png', 'landing_2.png', 'endframe_3.jpg', 'one.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.jpg', 'cta layer.png']",video.mp4 discover.png landing_3.png landing_endframe.jpg engagement_instruction_1.png _preview.png cta.jpg first 2.png endframe_3.png engagement_animation_1.png landing_2.png endframe_3.jpg one.png endframe_2.png landing_1.png endframe_1.jpg cta layer.png
adunit-scotch-brite-gamification-thai-mob,43,"['engagement_instruction_2.png', 'endtext.png', '00.png', 'dirt5.png', 'logo.png', 'dirt3.png', 'sparkle2.png', 'game_2.png', 'sparkle1.png', '04.png', 'cta.png', '03.png', 'countdown.png', 'dirt4.png', 'elements.png', 'bg2.png', 'gametext_2.png', 'dirt1.png', 'engagement_animation_3.png', 'game_3.png', 'game_4.png', 'timerbar.png', 'engagement_instruction_1.png', 'layer13.png', '05.png', 'engagement_animation_4.png', 'dirt2.png', 'engagement_animation_1.png', 'sparkle3.png', 'dirt6.png', '0.png', 'game_1.png', '02.png', '2.png', 'engagement_animation_2.png', '1.png', 'endframe_2.png', '01.png', 'landing.png', 'gametext_1.png', 'endframe_1.png', '3.png', 'sparkle4.png']",engagement_instruction_2.png endtext.png 00.png dirt5.png logo.png dirt3.png sparkle2.png game_2.png sparkle1.png 04.png cta.png 03.png countdown.png dirt4.png elements.png bg2.png gametext_2.png dirt1.png engagement_animation_3.png game_3.png game_4.png timerbar.png engagement_instruction_1.png layer13.png 05.png engagement_animation_4.png dirt2.png engagement_animation_1.png sparkle3.png dirt6.png 0.png game_1.png 02.png 2.png engagement_animation_2.png 1.png endframe_2.png 01.png landing.png gametext_1.png endframe_1.png 3.png sparkle4.png
adunit-lexus-geo-video-google-maps-cta-mpu,11,"['pin-active.png', 'video.mp4', 'cta.png', 'end-bg.png', 'pin-inactive.png', 'engagement_animation.png', 'endtext_1.png', 'engagement_instruction.png', 'header.png', 'landing_1.jpg', 'advertised_item.png']",pin-active.png video.mp4 cta.png end-bg.png pin-inactive.png engagement_animation.png endtext_1.png engagement_instruction.png header.png landing_1.jpg advertised_item.png
adunit-mouser-user-choice-v2-cpe-canada-mob,21,"['logo.png', 'landing_3.png', 'landingtext_3.png', 'cta.png', 'arrow3-glow.png', 'landingtext_2.png', 'engagement_animation_3.png', 'arrow2-glow.png', 'endtext_1.png', 'endframe_3.png', 'engagement_animation_1.png', 'arrow1-glow.png', 'endtext_2.png', 'landing_2.png', 'landing_4.png', 'engagement_animation_2.png', 'landingtext_1.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png', 'endtext_3.png']",logo.png landing_3.png landingtext_3.png cta.png arrow3-glow.png landingtext_2.png engagement_animation_3.png arrow2-glow.png endtext_1.png endframe_3.png engagement_animation_1.png arrow1-glow.png endtext_2.png landing_2.png landing_4.png engagement_animation_2.png landingtext_1.png endframe_2.png landing_1.png endframe_1.png endtext_3.png
ee5f0e9c4a1296a30944be613ab2028c,10,"['landingtext.png', 'logo.png', 'video.mp4', 'cta.png', 'engagement_instruction_detail.png', 'engagement_animation.png', 'landing.jpg', '_preview.png', 'engagement_instruction.png', 'endframe.jpg']",landingtext.png logo.png video.mp4 cta.png engagement_instruction_detail.png engagement_animation.png landing.jpg _preview.png engagement_instruction.png endframe.jpg
adunit-yamaha-wolverine-user-choice-cpe-reuse-mpu,6,"['2-highlight.png', 'engagement_instruction.png', 'endframe_2.png', 'landing.png', 'endframe_1.png', '1-highlight.png']",2-highlight.png engagement_instruction.png endframe_2.png landing.png endframe_1.png 1-highlight.png
adunit-hitmans-wifes-body-guard-user-choice-unit1-mpu,24,"['game_text_2.png', 'logo.png', 'f4-cta.png', 'f4-cta-old.png', 'f3-cta-old.png', 'cta.png', 'choice_1.png', 'userchoice-trailer-final-old.mp4', 'engagement_animation.png', 'game_text_1.png', 'reynoldsglow.png', 'game_text_3.png', 'endtext_1.png', 'engagement_instruction.png', 'f3-videoplaceholder.png', 'hayakglow.png', 'choice_3.png', 'choice_2.png', 'landing.png', 'endframe.png', 'game.png', 'f4-cta-copy-old.png', 'jacksonglow.png', 'userchoice-trailer-final.mp4']",game_text_2.png logo.png f4-cta.png f4-cta-old.png f3-cta-old.png cta.png choice_1.png userchoice-trailer-final-old.mp4 engagement_animation.png game_text_1.png reynoldsglow.png game_text_3.png endtext_1.png engagement_instruction.png f3-videoplaceholder.png hayakglow.png choice_3.png choice_2.png landing.png endframe.png game.png f4-cta-copy-old.png jacksonglow.png userchoice-trailer-final.mp4
adunit-showtime-dexter-sensory-plus-video-canvas-mpu,5,"['video.mp4', 'video-copy.png', 'end.png', 'video-cta.png', 'bg-backup.png']",video.mp4 video-copy.png end.png video-cta.png bg-backup.png
adunit-jaguar-nameplate-refresh-v2-lca-mob,107,"['x761-34.jpg', 'e-pace-suboption-2-fg.png', 'x761-23.jpg', 'x540-8.jpg', 'x540-12.jpg', 'x761-9.png', 'x540-2.jpg', 'x540-20.jpg', 'x761-27.jpg', 'x540-29.jpg', 'game_2.png', 'x540-1.png', 'x540-3.png', 'x761-20.jpg', 'game_11.jpg', 'x540-25.jpg', 'game_13.jpg', 'endtext_5.png', 'x540-30.jpg', 'endtext_6.png', 'x540-15.jpg', 'x761-8.png', 'x761-6.png', 'x761-35.jpg', 'x540-7.jpg', 'x540-17.jpg', 'game_23.jpg', 'x761-29.jpg', 'game_choice_6.png', 'cta.png', 'x540-5.jpg', 'endtext_4.png', 'x761-22.jpg', 'x540-13.jpg', 'x761-16.jpg', 'x540-28.jpg', 'x540-18.jpg', 'x540-4.png', 'x540-14.jpg', 'x761-14.jpg', 'x761-9.jpg', 'game_engagement.png', 'game_3.png', 'x540-2.png', 'game_4.png', 'x540-9.jpg', 'game_choice_5.png', 'x761-19.jpg', 'x761-31.jpg', 'x761-7.jpg', 'x761-8.jpg', 'back-icon-white.png', 'x761-25.jpg', 'endtext_1.png', 'x761-30.jpg', 'x761-10.jpg', 'game_22.jpg', 'x761-2.jpg', 'engagement_animation_1.png', 'x540-16.jpg', 'x761-7.png', 'game_21.jpg', 'x540-4.jpg', 'x761-12.jpg', 'game_choice_4.png', 'x761-6.jpg', 'x761-28.jpg', 'x761-18.jpg', 'x761-32.jpg', 'x540-34.jpg', 'game_1.png', 'game_12.jpg', 'x540-35.jpg', 'game_choice_1.png', 'x540-27.jpg', 'x540-24.jpg', 'endtext_2.png', 'x761-24.jpg', 'game_5.png', 'x761-21.jpg', 'x761-15.jpg', 'x540-23.jpg', 'engagement_animation_2.png', 'x761-3.jpg', 'x761-5.jpg', 'x540-21.jpg', 'endframe_2.png', 'game_24.jpg', 'landing.png', 'endframe_1.png', 'x540-31.jpg', 'game_choice_2.png', 'x540-11.jpg', 'x540-19.jpg', 'endtext_3.png', 'game_14.jpg', 'game_choice_3.png', 'x540-6.jpg', 'x540-26.jpg', 'x761-17.jpg', 'x761-13.jpg', 'x540-3.jpg', 'f-pace-suboption-2-fg.png', 'x761-4.jpg', 'x540-32.jpg', 'x761-33.jpg', 'x540-33.jpg']",x761-34.jpg e-pace-suboption-2-fg.png x761-23.jpg x540-8.jpg x540-12.jpg x761-9.png x540-2.jpg x540-20.jpg x761-27.jpg x540-29.jpg game_2.png x540-1.png x540-3.png x761-20.jpg game_11.jpg x540-25.jpg game_13.jpg endtext_5.png x540-30.jpg endtext_6.png x540-15.jpg x761-8.png x761-6.png x761-35.jpg x540-7.jpg x540-17.jpg game_23.jpg x761-29.jpg game_choice_6.png cta.png x540-5.jpg endtext_4.png x761-22.jpg x540-13.jpg x761-16.jpg x540-28.jpg x540-18.jpg x540-4.png x540-14.jpg x761-14.jpg x761-9.jpg game_engagement.png game_3.png x540-2.png game_4.png x540-9.jpg game_choice_5.png x761-19.jpg x761-31.jpg x761-7.jpg x761-8.jpg back-icon-white.png x761-25.jpg endtext_1.png x761-30.jpg x761-10.jpg game_22.jpg x761-2.jpg engagement_animation_1.png x540-16.jpg x761-7.png game_21.jpg x540-4.jpg x761-12.jpg game_choice_4.png x761-6.jpg x761-28.jpg x761-18.jpg x761-32.jpg x540-34.jpg game_1.png game_12.jpg x540-35.jpg game_choice_1.png x540-27.jpg x540-24.jpg endtext_2.png x761-24.jpg game_5.png x761-21.jpg x761-15.jpg x540-23.jpg engagement_animation_2.png x761-3.jpg x761-5.jpg x540-21.jpg endframe_2.png game_24.jpg landing.png endframe_1.png x540-31.jpg game_choice_2.png x540-11.jpg x540-19.jpg endtext_3.png game_14.jpg game_choice_3.png x540-6.jpg x540-26.jpg x761-17.jpg x761-13.jpg x540-3.jpg f-pace-suboption-2-fg.png x761-4.jpg x540-32.jpg x761-33.jpg x540-33.jpg
68c78af778382e3e80ba98d676dd8527,17,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
adunit-cartier-clash-swipe-or-tap-to-scroll-ch-mpu,18,"['logo.png', 'tear.png', 'game_2.png', 'landing_3.png', 'frame.png', 'cta.png', 'overlay.png', 'game_3.png', 'game_4.png', 'engagement_animation.png', 'text2.png', 'end_text.png', 'engagement_instruction.png', 'game_1.png', 'landing_2.png', 'landing_1.png', 'game_engagement_1.png', 'game_engagement_2.png']",logo.png tear.png game_2.png landing_3.png frame.png cta.png overlay.png game_3.png game_4.png engagement_animation.png text2.png end_text.png engagement_instruction.png game_1.png landing_2.png landing_1.png game_engagement_1.png game_engagement_2.png
